0,0,49
0,1,49
0,2,49
0,3,49
0,4,49
0,5,49
0,6,49
0,7,49
0,8,49
0,9,50
0,10,50
0,11,50
0,12,50
0,13,50
0,14,51
0,15,51
0,16,51
0,17,51
0,18,51
0,19,52
0,20,52
0,21,52
0,22,53
0,23,53
0,24,54
0,25,55
0,26,55
0,27,56
0,28,56
0,29,57
0,30,58
0,31,58
0,32,58
0,33,58
0,34,58
0,35,58
0,36,58
0,37,58
0,38,58
0,39,57
0,40,56
0,41,54
0,42,53
0,43,52
0,44,52
0,45,52
0,46,51
0,47,51
0,48,51
0,49,50
0,50,50
0,51,50
0,52,49
0,53,49
0,54,49
0,55,49
0,56,49
0,57,48
0,58,48
0,59,48
0,60,48
0,61,48
0,62,48
0,63,48
0,64,47
0,65,47
0,66,47
0,67,47
0,68,47
0,69,47
0,70,47
0,71,47
0,72,47
0,73,47
0,74,47
0,75,47
0,76,47
0,77,47
0,78,47
0,79,47
0,80,47
0,81,47
0,82,47
0,83,47
0,84,47
0,85,47
0,86,47
0,87,47
0,88,47
0,89,47
0,90,47
0,91,47
0,92,47
0,93,47
0,94,47
0,95,47
0,96,48
0,97,48
0,98,48
0,99,48
0,100,48
0,101,48
0,102,48
0,103,48
0,104,49
0,105,49
0,106,49
0,107,49
0,108,49
0,109,50
0,110,50
0,111,50
0,112,51
0,113,51
0,114,52
0,115,52
0,116,53
0,117,53
0,118,53
0,119,54
0,120,54
0,121,54
0,122,55
0,123,56
0,124,57
0,125,58
0,126,59
0,127,59
0,128,60
0,129,61
0,130,62
0,131,63
0,132,64
0,133,64
0,134,64
0,135,64
0,136,64
0,137,64
0,138,64
0,139,64
0,140,63
0,141,62
0,142,61
0,143,60
0,144,60
0,145,59
0,146,59
0,147,59
0,148,58
0,149,58
0,150,58
0,151,57
0,152,57
0,153,57
0,154,57
0,155,57
0,156,57
0,157,57
0,158,56
0,159,56
0,160,56
0,161,56
0,162,56
0,163,56
0,164,56
0,165,56
0,166,56
0,167,56
0,168,56
0,169,56
0,170,56
0,171,55
0,172,55
0,173,55
0,174,55
0,175,55
0,176,55
0,177,55
0,178,55
0,179,55
